nomor_pendaftaran,no_prestasi,jenis_prestasi,jenjang_prestasi,individu_berkelompok,lembaga_pemberi_prestasi,tahun,nilai_prestasi,deskripsi,file_sertifikat
426140775,1,Olimpiade (Lainnya),Nasional,Individu,Pekan Olimpiade Pelajar (PILAR),2025,45,Atas Prestasinya Dalam Ajang Olimpiade SAINS,426140775_1
426141367,1,Olimpiade (Lainnya),Nasional,Individu,PRESISI,2025,45,peserta aktif olimpiade saind tingkat nasional diselenggarakan oleh presisi,426141367_1
426141931,1,Olimpiade Matematika,Nasional,Individu,Olimpiade Sains Pakmanaf,2026,45,SEBAGAI PESERTA PADA CABANG LOMBA OLIMPIADE SAINS PAK MANAFF,426141931_1
426141931,2,Olimpiade (Lainnya),Nasional,Individu,BEBRAS INDONESIA,2025,45,SEBAGAI PESERTA KATEGORI PENEGAK,426141931_2
426142253,1,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,universitas Teuku Umar,2025,25,juara 3,426142253_1
426143070,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Saka Bhayangkara Polsek Bubon,2023,20,Peserta Kemah Bersama (Kemsama) Pramuka Saka Bhayangkara Tahun 2023 yang diselenggarakan oleh Pimpinan Saka Bhayangkara Polsek Bubon,426143070_1
426143070,2,Drama/Sastra,Kabupaten/Kota,Individu,Dinas Perpustakaan dan Kearsipan Kabupaten Aceh Barat,2025,30,Sertifikat Penghargaan sebagai Finalis Ratu Baca Kabupaten Aceh Barat Tahun 2025 di Dinas Perpustakaan dan Kearsipan Kabupaten Aceh Barat,426143070_2
426143411,1,Olimpiade (Lainnya),Nasional,Individu,Pekan Olimpiade Pelajar (PILAR),2025,45,PERAIH MEDALI EMAS dalam ajang Olimpiade Sains Tingkat Nasional,426143411_1
426143464,1,Olimpiade Biologi,Nasional,Individu,olimnas dan gema indonesia,2026,45,sebagai peserta olimpiade sains nasional (OLIMNAS),426143464_1
426143765,1,Olimpiade (Lainnya),Nasional,Individu,Bebras (USK),2025,45,Peserta bebas katagori penegak 2025,426143765_1
426144313,1,Olimpiade Biologi,Nasional,Individu,Olimpiade Sains Pakmanaf,2026,45,sebagai peserta pada cabang lomba olimpiade sains pakmanaff,426144313_1
426144491,1,Olimpiade Biologi,Nasional,Individu,PAKMANAFF,2026,45,Sebagai peserta dalam meraih predikat Finalis pada cabang lomba Olimpiade Sains Pakmanaff Bidang Biologi,426144491_1
426144491,2,Olimpiade Kimia,Nasional,Individu,"GEMANESIA, OLIMNAS",2026,45,Sebagai Peserta AKtif dalam ajang Olimpiade Sains Tingkat Nasional bidang Kimia,426144491_2
426146762,1,Seni Rupa/Lukis,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Barat Daya,2025,30,Berhasil Menjadi Juara 2 di Ajang Perlombaan Fls3n Komik Digital Tingkat Kabupaten yang diselenggarakan oleh Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Barat Daya pada tanggal 14-15 Juni 2025,426146762_1
426146762,2,Seni Rupa/Lukis,Propinsi,Individu,Cabang Komik Digital Dinas Pendidikan Pemerintah Aceh,2025,35,Menjadi Peserta di Ajang Perlombaan Fls3n Komik Digital Tingkat Provinsi yang di Selenggarakan oleh Cabang Komik Digital Dinas Pendidikan Pemerintah Aceh yang di Laksanakan pada tanggal 11-14 Agustus 2025,426146762_2
426146762,3,Olimpiade (Lainnya),Nasional,Individu,NBO Bebras Indonesia,2025,45,Menjadi Peserta Bebras Indonesia Challenge 2025 yang di Selenggarakan oleh MBO Bebras Indonesia yang di Laksanakan pada tanggal 10-15 November 2025,426146762_3
426147005,1,Drama/Sastra,Kabupaten/Kota,Individu,universitas Teuku umar,2025,30,juara harapan 1,426147005_1
426147257,1,Olimpiade Biologi,Nasional,Individu,Education Expo ID,2025,45,Juara 3 (dari 28.748 Peserta),426147257_1
426147257,2,Olimpiade Biologi,Propinsi,Individu,Global House,2026,40,Juara Harapan 1,426147257_2
426147257,3,Olimpiade Biologi,Nasional,Individu,BEM FMIPA Universitas Indonesia (UI),2025,45,Peserta Olimpiade Biologi BEM FMIPA UNIVERSITAS INDONESIA,426147257_3
426147586,1,Olahraga,Kabupaten/Kota,Individu,KEPALA DINAS PENDIDIKAN KABUPATEN SIMEULUE,2022,30,JUARA 4 O2SN Tingkat SMP,426147586_1
426147586,2,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,MUSABAQA TILAWATIL QUR&#39;AN KE- V KECAMATAN SIMEULUE BARAT,2021,25,JUARA 2 MTQ SEBAGAI SYARHIL QUR&#39;AN,426147586_2
426147659,1,Olimpiade Matematika,Kabupaten/Kota,Individu,Universitas Teuku Umar,2025,35,Mengikuti lomba ofika bidang teknik tingkat kabupaten Aceh Barat Selatan yang di selenggarakan Universitas Teuku Umar,426147659_1
426148033,1,Olimpiade Fisika,Kabupaten/Kota,Individu,Kompetisi sains nasional (KSN),2025,35,Sebagai Peserta Pada Kegiatan kompetisi sains nasional (KSN-K),426148033_1
426148033,2,Olimpiade Ekonomi,Kabupaten/Kota,Individu,KOMPETISI SAINS NASIONAL (KSN),2025,35,Sebagai Peserta Pada Kompetisi Sains Nasional (KSN-K),426148033_2
426148143,1,Olimpiade Kimia,Kabupaten/Kota,Individu,Pusat Prestasi Nasional (PUSPRESNAS),2025,35,Peringkat 4 Olimpiade Sains Nasional Tingkat Kabupaten Aceh Jaya yang diselenggarakan oleh Pusat Prestasi Nasional (PUSPRESNAS),426148143_1
426148143,2,Olimpiade Kimia,Kabupaten/Kota,Individu,Prestasi Nasional (PUSPRESNAS),2024,35,Peringkat 2 Olimpiade Sains Nasional Tingkat Kabupaten Aceh Jaya yang diselenggarakan oleh Pusat Prestasi Nasional (PUSPRESNAS),426148143_2
426148422,1,Olahraga,Kabupaten/Kota,Berkelompok,kemenpora,2024,20,juara2 (dari 25 regu),426148422_1
426149325,1,Olimpiade Ekonomi,Nasional,Individu,gemanesia dan pilar,2025,45,sebagai peserta pada olimpiade sains nasional,426149325_1
426149325,2,Olimpiade Biologi,Nasional,Individu,BHM dan PUSKANAS,2025,45,sebagai peserta pada pusat kejuaraan sains nasional (PUSKESNAS),426149325_2
426150689,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA Negeri 2 Simeulue Barat,2025,35,Juara 2 Lomba Duta Pelajar Sadar Hukum tingkat sekolah,426150689_1
426150689,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA Negeri 2 Simeulue Barat,2025,35,Juara 2 Lomba Cerdas Cermat Tingkat sekolah,426150689_2
426150689,3,Olimpiade (Lainnya),Propinsi,Individu,Google For Education,2024,40,Sebagai Peserta dalam program Pengimbasan Master Trainer 2024,426150689_3
426150942,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Selatan,2025,35,Juara 2 Bidang Teknologi Desain Grafis Lomba Kompetensi Siswa (LKS) SMK Tingkat Kabupaten Aceh Selatan,426150942_1
426151189,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,"Ahmad Sadikin Usbi, S.Pd.I.",2024,30,Sertfikat Penghargaan,426151189_1
426151386,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,kwartir cabang aceh selatan,2025,20,sebagai peserta partisipasi semangat serta dedikasi luarbiasa dalam mengikuti dan menyukseskan kegiatan laga penegak tangguh kwartir gerakan pramuka,426151386_1
426151386,2,Seni Tari,Kabupaten/Kota,Individu,FLS2N,2025,30,sebagai peserta pada cabang lomba tari kreasi (FLS2N),426151386_2
426151386,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,kwarcab aceh selatan,2024,20,sebagai peserta pada kegiatan giat prestasi penegak gerakan pramuka,426151386_3
426151862,1,Olimpiade Geografi,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan,2024,35,Sebagai Peserta Kompetetisi Sains Nasional (KSN) Bidang Geografi Tingkat Kabupaten,426151862_1
426151886,1,Olimpiade (Lainnya),Nasional,Individu,KSN,2024,45,Sebagai peserta Kompetensi Sains Nasional (KSN) bidang KEBUMIAN,426151886_1
426152899,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,GARUDA MART INDONESIA,2025,35,Pelatihan,426152899_1
426152941,1,Olimpiade Ekonomi,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Selatan,2025,35,Sebagai Peserta Kompetisi Sains Nasional (KSN-K) Bidang Ekonomi Tingkat Kabupaten Aceh Selatan Tahun 2025,426152941_1
426157127,1,Olimpiade (Lainnya),Nasional,Individu,SMA Negeri 2 Aceh Barat Daya,2025,45,meraih bebras indonesia challenge 2025 sebagai peserta dalam kategori penegak,426157127_1
426159077,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMK NEGERI 2 TUHEMBERUA,2025,35,Juara 3 dari 25 siswa,426159077_1
426159077,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMK NEGERI 2 TUHEMBERUA,2024,35,Juara 3 dari 25 siswa,426159077_2
426159077,3,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,SMK NEGERI 2 TUHEMBERUA,2025,25,Juara 1 dari 25,426159077_3
426163012,2,Drama/Sastra,Kabupaten/Kota,Individu,CABANG DINAS PENDIDIKAN NAGAN RAYA,2025,30,JUARA II LOMBA BACA PUISI ( FLS3N ),426163012_2
426163012,3,Seni Suara/Musik,Kabupaten/Kota,Individu,DAYAH INTI DARUL AITAMI ACEH BARAT,2023,30,HAFIZ QUR&#39;AN,426163012_3
426163934,1,Olimpiade (Lainnya),Nasional,Individu,Bebras Indonesia,2025,45,Sebagai Peserta Kategori Penegak Dalam Bebras Indonesia,426163934_1
426164688,1,Olimpiade (Lainnya),Nasional,Individu,SMA Negeri 2 Aceh Barat Daya,2025,45,meraih bebras indonesia challenge 2025 sebagai peserta dalam kategori penegak,426164688_1
426166695,1,Seni Rupa/Lukis,Propinsi,Individu,Dinas Pendidikan Aceh,2025,35,Pertisipasi Sebagai Peserta Lomba Kompetensi Siswa (LKS) Tingkat Provinsi Aceh Tahun 2025,426166695_1
426167887,1,Seni Tari,Kabupaten/Kota,Berkelompok,pemerintah kabupaten aceh barat,2025,20,juara 2 (dari se-aceh barat) lomba tari rateeb meuseukat,426167887_1
426167887,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMK 1 Negeri Samatiga,2025,30,"juara 1 (dari 30 siswi) pada kelas 12 semester ganjil,tahun ajaran 2025/2026",426167887_2
426167887,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMK Negeri 1 Samatiga,2025,30,"juara 2 (dari 30 siswi)pada kelas 11 semester genap,tahun ajaran 2024/2025",426167887_3
426167955,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Ketua kwartir cabang Aceh Singkil,2024,20,Juara 1 dari 14 kelompok,426167955_1
426167955,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Kejuaraan pencak prestasi PSHT CUP 1 Ranting Rimo Th.2023,2023,35,Juara 3 (PRA REMAJA KELAS-D PUTRA),426167955_2
426169052,1,Olahraga,Kabupaten/Kota,Individu,dozzer cup,2026,30,juara 2,426169052_1
426169052,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,indosat,2023,35,juara 2,426169052_2
426170026,1,Olimpiade Ekonomi,Kabupaten/Kota,Individu,DINAS PENDIDIKAN,2025,35,berhasil masuk finalis tingkat provinsi,426170026_1
426170026,2,Olimpiade Ekonomi,Nasional,Individu,FASNAS(festival akademik nasional),2025,45,peraih medali perak,426170026_2
426173051,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA Negeri 1 Lawe Bulan,2025,35,Juara 1 kelas XI IPA 1 dari 25 siswa,426173051_1
426173051,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA Negeri 1 Lawe Bulan,2025,35,Juara 1 kelas XII IPA 1 dari 25 siswa,426173051_2
426173051,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Pemerintah Kabupaten Aceh Tenggara,2024,30,Sertifikat penghargaan sebagai PASKIBRAKA Kabupaten Aceh Tenggara,426173051_3
426174546,1,Olimpiade Kimia,Kabupaten/Kota,Individu,Ikatan Guru Indonesia (IGI) Kabupaten Aceh Tenggara,2024,35,Ajang Prestasi Akademik Tingkat SMA Bidang Kimia,426174546_1
426174546,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA Negeri 1 Lawe Bulan,2025,35,Juara 2 Kelas XI IPA dari 24 siswa,426174546_2
426174546,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA Negeri 1 Lawe Bulan,2025,35,Juara 2 Kelas XII IPA dari 25 siswa,426174546_3
426177950,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,arongan lambalek,2025,20,paskibra,426177950_1
426177950,2,Olahraga,Kabupaten/Kota,Berkelompok,aceh barat,2025,20,juara 1,426177950_2
426179348,1,Olahraga,Kabupaten/Kota,Berkelompok,Dapati Bidang Pembudayaan olahraga kemenpora RI,2024,20,Juara 1,426179348_1
426179348,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Camat arongan lambalek,2025,20,PASKIBRA,426179348_2
426179348,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Karya inspirasi Indonesia,2023,35,Certified english leaner,426179348_3
426181200,1,Olimpiade Biologi,Kabupaten/Kota,Individu,"Pemerintah Aceh, dinas pendidikan SMA negeri 1 bubon",2025,35,Juara 4 Olimpiade sains sekolah bidang biologi jenjang SMA tingkat SMA negeri 1 bubon tgl 19 mei 2025,426181200_1
426187422,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMAN 1 TEUPAH TENGAH,2025,30,"Menjabat sebagai Anggota Bidang Keagamaan OSIS SMAN 1 Teupah Tengah periode 2024/2025. Bertanggung jawab dalam perencanaan dan eksekusi program kerja penguatan karakter religius siswa. Berhasil mengoordinasi kegiatan rutin keagamaan sekolah, memperingati hari besar nasional keagamaan, serta berperan aktif dalam menjalin toleransi antar siswa. Pengalaman ini mengasah kemampuan manajemen waktu, kerja sama tim (teamwork), dan kepemimpinan saya di lingkungan sekolah",426187422_1
426189810,1,Drama/Sastra,Kabupaten/Kota,Individu,FLS2N,2024,30,Juara 2 ( dari 9 perserta ),426189810_1
426192014,1,Olahraga,Nasional,Individu,Dispora sumatra utara,2024,40,juara 1 kejuaran taekwondo bapomi sumut,426192014_1
426192014,2,Olahraga,Nasional,Individu,Dispora sumatra utara/stimik triguna dharma,2024,40,JUARA 1 kejuaraan taekwondo piala stimik triguna dharma,426192014_2
426192014,3,Olahraga,Nasional,Individu,Dispora sumuatra utara/ bapomi sumut,2024,40,juara 2 prestasi putri under 52 kejuaraan bapomi sumut,426192014_3
426194142,1,Penelitian,Kabupaten/Kota,Berkelompok,Komite Nasional Pemuda Indonesia Kota Tebing Tinggi,2025,20,JUARA FAVORIT 1 LOMBA KARYA TULIS ILMIAH,426194142_1
426194142,2,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Berkelompok,Kwartir Daerah Sumatera Utara,2024,25,JUARA 1 KONTEN PROMOSI WISATA,426194142_2
426195090,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Kepala desa Babul makmur,2024,35,Juara 3 dari 4 peserta,426195090_1
426195090,2,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Kepala desa Babul makmur,2022,25,Juara 3 dari empat peserta,426195090_2
426195090,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Kepalah sekolah sma 1 simbar,2023,35,Juara 3 dari 16 peserta,426195090_3
426196434,1,Drama/Sastra,Kabupaten/Kota,Individu,Cabang dinas pendidikan wilayah kabupaten aceh barat,2024,30,Peraih juara 2 (dari 6 peserta) cipta puisi tingkat kabupaten,426196434_1
426196434,2,Olimpiade (Lainnya),Nasional,Individu,Yayasan prestasi maju indonesia (PRESMANESIA),2026,45,Peraih medali perak bidang kedokteran Pekan Sains &amp; Olimpiade Nasional (PESONA),426196434_2
426196434,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMA NEGERI 2 MEULABOH,2026,30,Anggota Ekstrakurikuler palang merah remaja (PMR) SMA NEFERI 2 MEULABOH,426196434_3
426197141,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,"Ahmad Sadikin Usbi, S.Pd.I.",2023,30,Sertfikat porestasi,426197141_1
426199443,1,Olimpiade Biologi,Kabupaten/Kota,Individu,SMA Negeri 2 Simpang kiri.,2025,35,Saya merupakan salah satu peserta yang mewakili sekolah dalam ajang OSN-K BIDANG BIOLOGI yang di laksanakan pada tanggal 24 s.d 25 juni 2025 di SMA Negeri 2 Simpang kiri.,426199443_1
426199443,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMA Negeri 2 Simpang kiri,2025,30,Saya merupakan peserta dalam kegiatan EKSTRAKURIKULER KIR di SMA Negeri 2 Simpang kiri,426199443_2
426199443,3,Seni Suara/Musik,Kabupaten/Kota,Individu,SMA Negeri 2 Simpang kiri,2025,30,Juara 1 lomba vocal solo,426199443_3
426201469,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,"Irwan, M.Si",2023,30,Paskibraka,426201469_1
426201469,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,"Tarmizi. SP., MM",2025,30,Paskibraka,426201469_2
426210155,1,Olahraga,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Barat,2025,30,Juara 1 karate putri,426210155_1
426210155,2,Olahraga,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Barat,2024,30,Juara 2 karate putri,426210155_2
426210404,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Smk n 1pasie raja,2024,35,Juara umum semester ganjil,426210404_1
426210404,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Smk n1 pasie raja,2024,35,Juara umum semester genap,426210404_2
426213370,1,Olimpiade (Lainnya),Nasional,Individu,MUDA SAINS NASIONAL YOGYAKARTA,2025,45,Peraih medali emas,426213370_1
426213370,2,Olimpiade Kimia,Nasional,Individu,MUDA SAINS NASIONAL YOGYAKARTA,2028,45,Peraih medali perak,426213370_2
426213370,3,Olimpiade Biologi,Nasional,Individu,Sentral olimpiade Yogyakarta,2025,45,Peraih medali perak,426213370_3
426214654,1,Seni Rupa/Lukis,Kabupaten/Kota,Individu,Dinas Pendidikan dan Kebudayaan Aceh Barat,2025,30,10 Besar Lomba Cipta dan Pengembangan Motif Khas Aceh Barat,426214654_1
426214654,2,Olimpiade Ekonomi,Kabupaten/Kota,Individu,HIMADIPA Fakultas Ekonomi dan Bisnis Universitas Syiah Kuala,2024,35,Juara 1 Olimpiade Ekonomi Meulaboh,426214654_2
426214654,3,Seni Suara/Musik,Kabupaten/Kota,Individu,PT Mifa Bersaudara,2023,30,Favorit 1 Lomba Cipta Baca Puisi Kemerdekaan tingkat Kota,426214654_3
426218307,1,Olahraga,Kabupaten/Kota,Berkelompok,kesbangpol aceh barat,2024,20,paskibraka tingkat kabupaten aceh barat,426218307_1
426218958,1,Olimpiade Fisika,Nasional,Individu,Pusat Olimpiade Sains Indonesia ( POSI ),2023,45,"juara 2 ( medali perak ) ACEH SCIENCE OLYMPIAD ( ASO ) 2023, Pusat Olimpiade Sains Indonesia ( POSI )",426218958_1
426218958,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Badan Kesatuan Bangsa dan Politik ( KESBANGPOL ),2024,20,Pasukan Pengibar Bendera Pusaka (PASKIBRAKA) Tingkat Kabupaten pada Peringatan HUT Ke-79 Kemerdekaan Republik Indonesia pada Tanggal 17 Agustus 2024 Kabupaten Aceh Barat,426218958_2
426221194,1,Olimpiade (Lainnya),Propinsi,Individu,globalhouse,2026,40,juara 1st Runner up,426221194_1
426225084,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,kwarcab,2025,20,juara 3 pinsa terbaik,426225084_1
426225096,1,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Jaya kerja sama dengan Kepolisian Resor Aceh Jaya,2025,25,Juara 1 (dari 44 siswa) Lomba duta kamtibmas,426225096_1
426230795,1,Olimpiade Ekonomi,Kabupaten/Kota,Individu,SMAN 2 SIMPANG KIRI,2025,35,Saya mengikuti OSN-S bidang ekonomi di SMAN 2 SIMPANG KIRI,426230795_1
426230795,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,SMAN 2 SIMPANG KIRI,2025,20,Saya mengikuti kegiatan ekstrakurikuler KIR di SMAN 2 simpang kiri,426230795_2
426230795,3,Olahraga,Kabupaten/Kota,Individu,SMAN 2 Simpang kiri,2025,30,Saya mengikuti kegiatan lari jarak sejauh 3km di SMAN 2 SIMPANG KIRI,426230795_3
426231326,1,Drama/Sastra,Kabupaten/Kota,Individu,DINAS PENDIDIKAN KABUPATEN NAGAN RAYA,2025,30,JUARA III KOMIK DIGITAL ( FLS3N) TINGKAT SMA,426231326_1
426232272,1,Olimpiade Biologi,Nasional,Individu,PRESMANESIA dan IOS,2025,45,Peseta aktif pada ajang Olimpiade Sains Tingkat Nasional pada bidang Biologi,426232272_1
426232272,2,Olimpiade Biologi,Nasional,Individu,PT. OLIMPIADE NASIONAL INDONESIA,2026,45,Peraih Medali Emas dalam perlombaan akademik tingkat Nasional Olimpiade Nasional Indonesia 10 bidang Biologi,426232272_2
426232272,3,Olimpiade Biologi,Nasional,Individu,"PRESMANESIA, IOS",2025,45,Peraih Medali Perak pada ajang Olimpiade Sains Tingkat Nasional bidang Biologi,426232272_3
426232808,1,Olimpiade Fisika,Kabupaten/Kota,Individu,Dinas Pendidikan Aceh - Cabang Dinas Pendidikan Wilayah KabupatenAceh Selatan,2025,35,Peringkat 9 Olimpiade Sains Nasional Cabang Fisika Kabupaten Aceh Selatan Tahun 2025,426232808_1
426232944,1,Seni Tari,Kabupaten/Kota,Berkelompok,Bupati Aceh Barat,2025,20,Juara 2 (dari se Aceh Barat) lomba rateeb meuseukat,426232944_1
426236634,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMANDU PARADISE,2025,35,juara 3 lomba sambung ayat,426236634_1
426236699,1,Olimpiade Biologi,Nasional,Individu,Kompetisi Akademik Pelajar Nasional,2024,45,peserta tingkat Nasional dalam kompetisi akademik pelajar nasional,426236699_1
426236699,2,Olimpiade Biologi,Nasional,Individu,PEKAN OLIMPIADE SAINS PELAJAR NASIONAL (POPNAS),2025,45,peserta akif pada ajang olimpiade Sains Tingkat Nasional yang bertajuk PEKAN OLIMPIADE SAINS PELAJAR NASIONAL (POPNAS),426236699_2
426236699,3,Olimpiade Biologi,Nasional,Individu,Indonesia Science Excellence Competition,2025,45,partisipasi pada kegiatan Indonesia Science Excellence Competition 2025,426236699_3
426237505,1,Olimpiade Fisika,Propinsi,Individu,UIN SYEKH ALI HASAN AHMAD ADDARY PADANG SIDIMPUAN,2024,40,peraih medali emas fisika tingkat SMA.,426237505_1
426237505,2,Olimpiade Fisika,Nasional,Individu,LEMBAGA SAINS PELAJAR,2024,45,PERAIH MEDALI PERUNGGU,426237505_2
426237505,3,Olimpiade Kimia,Nasional,Individu,LEMBAGA SAINS PELAJAR,2024,45,PERAIH MEDALI PERUNGGU,426237505_3
426238672,1,Olimpiade Biologi,Nasional,Individu,OLIMNAS,2026,45,Peraih Medali Emas Perlombaan Akademik Tingkat Nasional Olimpiade Nasional Indonesia 10 bidang Bioilogi,426238672_1
426238672,2,Olimpiade (Lainnya),Nasional,Individu,PT OLimpiade Nasional Indonesia,2026,45,Peserta perlombaan Akademik Tingkat Nasional Olimpiade Tingkat Nasional Indonesia 10,426238672_2
426238672,3,Olimpiade Kimia,Nasional,Individu,OLIMNAS,2026,45,Peraih Medali Emas Perlombaan Akademik Tingkat Nasional Olimpiade Nasional Indonesia 10 bidang Kimia,426238672_3
426238722,1,Olimpiade (Lainnya),Nasional,Individu,OLIMPIADE NASIONAL INDONESIA 10,2026,45,peserta dalam perlombaan Akademik Tingkat Nasional,426238722_1
426238722,2,Olimpiade Biologi,Nasional,Individu,Olimpiade Nasional Indonesia 10,2026,45,peraih medali emas dalam perlombaan akademik tingkat nasional,426238722_2
426238722,3,Olimpiade Kimia,Nasional,Individu,OLIMPIADE NASIONAL INDONESIA,2026,45,Peraih medali emas dalam perlombaan akademik tingkat Nasional &#39;OLIMPIADE NASIONAL INDONESIA 10&#39;,426238722_3
426244455,1,Olimpiade Kimia,Nasional,Individu,Muda sains nasional yogyakarta,2025,45,Peraih Mendali emas,426244455_1
426244455,2,Olimpiade Biologi,Nasional,Individu,Sentral olimpiade yogyakarta,2025,45,Peraih mendali emas,426244455_2
426244455,3,Olimpiade (Lainnya),Nasional,Individu,Yaspresnas yogyakarta,2025,45,Peraih mendali perak,426244455_3
426245961,1,Olahraga,Kabupaten/Kota,Individu,Dinas pendidikan,2025,30,3,426245961_1
426246081,1,Drama/Sastra,Kabupaten/Kota,Berkelompok,Cabang dinas wilayah kabupaten Aceh Selatan,2025,20,Juara 2 debat bahasa Inggris,426246081_1
426248193,1,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,IGI Kabupaten Aceh Tenggara,2025,25,Juara 2 pada ajang lomba Cerdas Cermat,426248193_1
426248193,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA Negeri 1 Lawe Bulan,2024,35,Juara 2 kelas XI IPA 1 dari 24 siswa,426248193_2
426248193,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMA Negeri 1 Lawe Bulan,2025,30,Sertifikat penghargaan sebagai pengurus inti OSIS,426248193_3
426248554,1,Olimpiade (Lainnya),Nasional,Individu,SMART STUDENT,2026,45,Peraih Medali Perak pada Kompetisi Olimpiade Siswa Nasional Bidang Bahasa Indonesia SMA,426248554_1
426250954,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,DINAS PENDIDIKAN KABUPATEN NAGAN RAYA,2025,35,JUARA III LOMBA MENULIS CERITA PENDEK,426250954_1
426251323,1,Olimpiade (Lainnya),Propinsi,Individu,Welding,2025,40,1 dari 16 perserta,426251323_1
426251323,2,Olimpiade (Lainnya),Nasional,Individu,LKSn Tingkat nasional,2025,45,9 dari 30 perserta,426251323_2
426252744,1,Seni Tari,Kabupaten/Kota,Berkelompok,Kota Subulussalam,2025,20,Penari Kolosal dalam Musabaqah Tilawatil Qur&#39;an Ke IX Kota Subulussalam,426252744_1
426252744,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,KODIM 0118 Kota Subulussalam,2023,20,LKBB TINGKAT SLTA SEDERAJAT,426252744_2
426252744,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Camat Kecamatan Rundeng,2024,20,PASUKAN PENGIBAR BENDERA,426252744_3
426252897,1,Olimpiade Ilmu Kebumian,Kabupaten/Kota,Individu,Pusat prestasi Nasional (puspresnas),2025,35,Juara 3 olimpiade sains Nasional bidang kebumian tingkat kota sibolga 2025,426252897_1
426253440,1,Seni Tari,Kabupaten/Kota,Berkelompok,Kota Subulussalam,2025,20,Peserta Tari Kolosal MTQ Ke IX Kota Subulussalam,426253440_1
