nomor_pendaftaran,semester,kode_mata_pelajaran,wajib,tingkat,nilai,nilai_validasi_tka,tahun_kur,unit,kkm,asal_sekolah
426178761,2,999800709,FALSE,10,87.00,75.76,2013,JAM,68.00,
426327750,1,400001,FALSE,10,96.00,83.58,2013,JAM,75.00,
426342452,2,IPSK,TRUE,10,84.00,80.66,2023,JAM,0.00,
426194756,1,400004,FALSE,10,80.00,72.88,2013,JAM,75.00,
426138229,2,999800709,TRUE,11,85.00,72.51,2023,JAM,0.00,
426292890,2,999800408,TRUE,10,85.00,76.96,2013,JAM,75.00,
426230480,2,999800716,TRUE,10,80.00,72.01,2013,JAM,75.00,
426184061,2,999800702,TRUE,10,80.00,72.20,2023,JAM,0.00,
426132641,1,999800709,TRUE,12,95.00,83.47,2013,JAM,75.00,
426074141,1,999800709,TRUE,11,82.00,72.03,2013,JAM,75.00,
426138480,2,999800713,FALSE,10,85.00,76.99,2013,JAM,70.00,
426157076,1,200010300,TRUE,11,89.00,77.13,2023,JAM,0.00,
426250429,2,401001000,FALSE,10,79.00,70.10,2013,JAM,70.00,
426296652,1,999800702,TRUE,11,83.00,72.05,2013,JAM,65.00,
426332163,1,999800709,TRUE,12,95.00,89.85,2023,JAM,0.00,
426266045,1,999800715,TRUE,11,87.00,77.10,2023,JAM,0.00,
426065826,1,999800709,FALSE,10,85.00,75.26,2013,JAM,75.00,
426275446,1,600060000,FALSE,11,95.00,85.98,2023,JAM,0.00,
426243874,1,999800701,TRUE,10,85.00,73.53,2023,JAM,0.00,
426162463,1,999800701,TRUE,12,92.00,79.51,2023,JAM,0.00,
426294100,1,999800701,TRUE,10,80.00,70.70,2023,JAM,0.00,
426164688,1,600060000,FALSE,12,93.00,81.40,2023,JAM,0.00,
426266045,2,999800702,TRUE,11,88.00,77.99,2023,JAM,0.00,
426333452,1,999800717,FALSE,12,92.00,82.58,2013,JAM,75.00,
426038617,1,999800711,TRUE,10,88.00,75.68,2023,JAM,0.00,
426255910,1,999800715,FALSE,11,90.00,86.53,2013,JAM,78.00,
426290575,2,200010300,TRUE,10,90.00,77.87,2023,JAM,0.00,
426339065,2,999800701,TRUE,11,89.00,81.29,2023,JAM,0.00,
426309524,1,401121000,FALSE,12,90.00,80.34,2023,JAM,0.00,
426150689,2,401121000,FALSE,11,87.00,86.34,2023,JAM,0.00,
426335095,1,710101000,TRUE,10,89.00,84.46,2023,JAM,0.00,
426147005,2,200010300,TRUE,11,90.00,77.88,2023,JAM,0.00,
426214562,1,999800715,FALSE,10,83.00,76.86,2013,JAM,75.00,
426041639,1,999800408,TRUE,11,80.00,70.30,2023,JAM,0.00,
426290575,2,MPL02,FALSE,11,92.00,79.60,2023,JAM,0.00,
426236694,1,999800716,TRUE,10,84.00,77.09,2023,JAM,0.00,
426130323,2,999800408,TRUE,10,79.00,70.96,2013,JAM,72.00,
426137924,1,999800711,TRUE,12,88.00,75.07,2023,JAM,0.00,
426252862,1,999800713,FALSE,12,87.00,76.76,2013,JAM,2.70,
426128002,2,999800716,FALSE,10,83.00,80.68,2013,JAM,80.00,
426025075,1,999800711,TRUE,10,87.00,77.52,2023,JAM,0.00,
426266795,2,999800702,TRUE,10,86.00,78.91,2023,JAM,0.00,
426207141,2,405001,FALSE,11,90.00,83.89,2013,JAM,70.00,
426129660,1,999800715,TRUE,12,90.00,79.19,2023,JAM,0.00,
426018314,1,IPSK,TRUE,10,89.00,78.72,2023,JAM,0.00,
426173436,1,400003,FALSE,10,90.00,78.75,2013,JAM,75.00,
426316087,2,999800701,TRUE,10,85.00,78.24,2023,JAM,0.00,
426230480,1,401121000,FALSE,11,80.00,72.01,2013,JAM,78.00,
426166695,1,999800716,TRUE,10,94.00,84.43,2023,JAM,0.00,
426149325,2,801050100,FALSE,10,76.00,66.53,2013,JAM,72.00,
426145843,1,999800717,FALSE,12,95.00,81.08,2023,JAM,0.00,
426342618,2,802000300,FALSE,10,91.00,88.92,2013,JAM,75.00,
426237239,1,999800709,TRUE,12,92.00,80.33,2013,JAM,75.00,
426137086,1,999800711,TRUE,10,90.00,79.15,2023,JAM,0.00,
426267110,1,999800701,TRUE,11,84.00,72.89,2023,JAM,0.00,
426138229,1,999800711,TRUE,11,80.00,68.24,2023,JAM,0.00,
426202748,1,999800709,TRUE,12,89.00,84.14,2023,JAM,0.00,
426265838,1,999800702,TRUE,12,89.00,77.75,2023,JAM,0.00,
426135008,2,999800702,TRUE,10,79.00,69.87,2023,JAM,0.00,
426242547,2,401900000,TRUE,10,85.00,83.59,2023,JAM,0.00,
426125993,2,400003,FALSE,10,89.00,86.73,2013,JAM,80.00,
426182243,1,999800716,FALSE,10,95.00,82.90,2013,JAM,65.00,
426157127,1,999800709,TRUE,11,85.00,72.92,2023,JAM,0.00,
426145609,1,999800709,FALSE,12,81.00,70.63,2013,JAM,78.00,
426280613,1,999800713,FALSE,12,86.00,78.24,2013,JAM,78.00,
426137705,2,999800701,TRUE,10,80.00,72.22,2023,JAM,0.00,
426075314,1,999800408,TRUE,11,88.00,78.61,2023,JAM,0.00,
426147005,1,999800704,FALSE,11,95.00,82.21,2023,JAM,0.00,
426145609,2,400002,FALSE,10,88.00,76.74,2013,JAM,75.00,
426254015,2,999800709,TRUE,10,86.00,75.69,2023,JAM,0.00,
426162254,1,200010300,TRUE,12,88.00,83.32,2023,JAM,0.00,
426256521,2,KBA,FALSE,11,93.00,80.58,2013,JAM,68.00,
426237505,2,999800711,TRUE,10,90.00,78.36,2023,JAM,0.00,
426233126,2,999800716,FALSE,10,93.00,80.31,2013,JAM,75.00,
426147293,2,999800701,TRUE,11,85.00,75.64,2023,JAM,0.00,
426266590,1,999800408,TRUE,10,80.00,75.61,2023,JAM,0.00,
426138229,1,600060000,FALSE,12,92.00,78.48,2023,JAM,0.00,
426341608,1,200010300,TRUE,10,84.00,77.47,2023,JAM,0.00,
426073194,1,999800701,TRUE,11,75.00,64.38,2023,JAM,0.00,
426060272,2,999800709,FALSE,12,93.00,79.29,2013,JAM,75.00,
426336086,2,200010300,TRUE,11,90.00,85.82,2023,JAM,0.00,
426158228,1,801050100,FALSE,12,90.00,78.69,2013,JAM,80.00,
426246609,1,999800702,TRUE,12,95.00,80.98,2023,JAM,0.00,
426142374,2,999800715,TRUE,10,91.00,78.58,2023,JAM,0.00,
426141931,1,801050100,FALSE,12,90.00,81.33,2013,JAM,78.00,
426006353,2,999800709,TRUE,11,93.00,79.06,2023,JAM,0.00,
426155155,1,999800715,TRUE,12,88.00,81.53,2023,JAM,0.00,
426147293,2,999800706,FALSE,11,76.00,67.63,2023,JAM,0.00,
426155579,1,400005,FALSE,12,88.00,77.27,2013,JAM,75.00,
426136297,2,999800708,FALSE,10,81.00,69.02,2013,JAM,75.00,
426266795,1,600070200,TRUE,12,88.00,80.74,2023,JAM,0.00,
426254015,1,200010300,TRUE,10,83.00,73.05,2023,JAM,0.00,
426155579,1,418008,FALSE,10,79.00,69.36,2013,JAM,75.00,
426143747,1,999800715,TRUE,11,91.00,79.62,2023,JAM,0.00,
426150533,1,999800408,TRUE,11,91.00,78.05,2023,JAM,0.00,
426327747,2,312206,FALSE,11,90.00,78.84,2013,JAM,75.00,
426152941,2,999800701,TRUE,10,73.00,65.70,2013,JAM,72.00,
426134885,1,999800716,TRUE,11,93.00,79.26,2023,JAM,0.00,
426279770,2,530005,FALSE,10,97.00,82.46,2013,JAM,75.00,
426060272,1,400003,FALSE,12,90.00,76.73,2013,JAM,75.00,
426306684,2,999800702,TRUE,11,87.00,75.27,2023,JAM,0.00,
426285927,2,999800408,TRUE,10,94.00,85.44,2023,JAM,0.00,
426139201,1,999800702,TRUE,10,80.00,68.65,2023,JAM,0.00,
426239185,2,999800709,FALSE,11,96.00,81.91,2013,JAM,75.00,
426341676,2,999800715,TRUE,11,93.00,82.70,2023,JAM,0.00,
426332163,2,200010300,TRUE,11,90.00,85.12,2023,JAM,0.00,
426195829,2,999800701,FALSE,10,89.00,77.08,2013,JAM,70.00,
426151814,2,999800702,TRUE,11,87.00,75.40,2013,JAM,75.00,
426336197,2,999800709,TRUE,10,88.00,80.12,2023,JAM,0.00,
426326729,1,999800702,TRUE,11,85.00,81.52,2013,JAM,63.00,
426163934,1,600060000,FALSE,11,91.00,78.18,2023,JAM,0.00,
426140372,1,999800709,TRUE,11,86.00,78.82,2023,JAM,0.00,
426277154,1,999800408,TRUE,12,93.00,82.07,2023,JAM,0.00,
426249366,2,200010300,TRUE,11,90.00,82.60,2023,JAM,0.00,
426237594,1,999800709,FALSE,10,83.00,73.25,2013,JAM,75.00,
426069743,1,999800709,FALSE,10,91.00,77.58,2013,JAM,75.00,
426218307,1,200010300,TRUE,11,86.00,79.14,2023,JAM,0.00,
426134895,1,999800708,FALSE,12,98.00,90.56,2013,JAM,75.00,
426050866,2,999800709,TRUE,11,85.00,83.18,2023,JAM,0.00,
426187507,1,999800715,TRUE,12,90.00,82.70,2023,JAM,0.00,
426069973,2,999800713,FALSE,12,92.00,79.21,2013,JAM,75.00,
426008617,2,999800709,TRUE,10,84.00,82.65,2023,JAM,0.00,
426007195,2,999800711,TRUE,11,92.00,80.23,2013,JAM,73.00,
426066204,2,999800701,TRUE,10,91.00,78.19,2023,JAM,0.00,
426197141,1,999800408,TRUE,11,90.00,84.20,2023,JAM,0.00,
426147189,2,IPSK,TRUE,10,87.00,76.32,2023,JAM,0.00,
426114028,1,600070200,TRUE,12,94.00,81.00,2023,SKS,0.00,
426285468,1,999800701,TRUE,11,90.00,80.08,2013,JAM,74.00,
426019729,1,IPAK,TRUE,10,93.00,79.06,2023,JAM,0.00,
426245961,2,SPR,TRUE,10,83.00,72.59,2023,JAM,0.00,
426054046,2,999800711,TRUE,11,85.00,77.78,2023,JAM,0.00,
426267352,2,200010300,TRUE,10,90.00,79.29,2023,JAM,0.00,
426134895,2,401001000,FALSE,11,94.00,86.87,2013,JAM,75.00,
426011023,1,999800716,TRUE,11,90.00,78.25,2023,JAM,0.00,
426179348,1,300230000,FALSE,11,94.00,79.96,2023,JAM,0.00,
426303377,1,999800709,TRUE,10,91.00,82.78,2023,JAM,0.00,
426127861,2,999800408,TRUE,10,91.00,77.71,2023,JAM,0.00,
426180246,1,999800711,TRUE,12,90.00,83.51,2023,JAM,0.00,
426130688,1,999800701,FALSE,10,90.00,78.64,2013,JAM,75.00,
426083408,2,999800408,TRUE,10,80.00,73.47,2023,JAM,0.00,
426255285,1,999800715,FALSE,11,84.00,78.54,2013,JAM,75.00,
426148726,2,999800711,TRUE,10,93.00,81.34,2023,JAM,0.00,
426328921,1,999800715,TRUE,11,90.00,76.75,2023,JAM,0.00,
426163086,1,999800708,FALSE,12,95.00,85.84,2023,JAM,0.00,
426000613,2,200010300,TRUE,10,95.00,81.04,2023,JAM,0.00,
426146537,1,999800715,TRUE,11,80.00,70.71,2023,JAM,0.00,
426265838,1,999800716,TRUE,12,93.00,81.25,2023,JAM,0.00,
426341810,1,999800701,TRUE,10,73.00,65.97,2023,JAM,0.00,
426159077,2,999800713,FALSE,10,91.00,88.36,2013,JAM,70.00,
426342593,1,401121000,FALSE,11,90.00,87.02,2013,JAM,78.00,
426153643,2,IPAK,TRUE,10,80.00,70.48,2023,JAM,0.00,
426187422,2,999800716,TRUE,11,90.00,79.11,2023,JAM,0.00,
426293123,1,999800709,TRUE,10,80.00,70.13,2023,JAM,0.00,
426131654,1,IPAK,TRUE,10,82.00,75.33,2023,JAM,0.00,
426246694,1,999800701,TRUE,12,95.00,80.81,2023,JAM,0.00,
426342593,2,999800715,FALSE,11,92.00,88.96,2013,JAM,78.00,
426170155,2,999800701,TRUE,10,80.00,72.89,2023,JAM,0.00,
426147586,2,710101000,TRUE,10,89.00,86.15,2023,JAM,0.00,
426339521,1,999800702,TRUE,12,92.00,81.85,2023,JAM,0.00,
426016354,1,600060000,FALSE,12,91.00,81.17,2023,JAM,0.00,
426221194,2,999800706,FALSE,11,89.00,82.52,2013,JAM,75.00,
426187507,1,999800708,FALSE,12,86.00,79.03,2023,JAM,0.00,
426251132,1,999800716,TRUE,11,90.00,82.35,2013,JAM,72.00,
426183055,2,999800706,FALSE,11,88.00,78.20,2023,JAM,0.00,
426011197,1,999800408,TRUE,11,86.00,78.90,2023,JAM,0.00,
426247446,1,999800708,FALSE,11,93.00,80.00,2023,JAM,0.00,
426291159,1,999800408,FALSE,11,84.00,72.43,2013,JAM,75.00,
426243160,2,999800709,TRUE,11,85.00,76.05,2013,JAM,78.00,
426148143,2,999800708,FALSE,11,92.00,89.50,2013,JAM,78.00,
426234111,2,300230000,FALSE,11,90.00,78.81,2023,JAM,0.00,
426328127,1,710101000,TRUE,10,82.00,71.69,2023,JAM,0.00,
426341810,1,401002000,FALSE,11,90.00,81.33,2023,JAM,0.00,
426243482,2,999800708,FALSE,11,79.00,70.92,2013,JAM,78.00,
426075314,2,999800706,FALSE,11,91.00,81.29,2023,JAM,0.00,
426264697,1,200010300,TRUE,11,91.00,79.47,2023,JAM,0.00,
426138986,2,999800716,TRUE,10,86.00,77.61,2023,JAM,0.00,
426137302,2,401002000,FALSE,11,92.00,78.98,2023,JAM,0.00,
426309077,2,802000300,FALSE,10,92.00,81.27,2013,JAM,70.00,
426342458,1,999800701,TRUE,11,88.00,77.57,2023,JAM,0.00,
426216047,2,MPKK,TRUE,11,82.00,72.11,2023,JAM,0.00,
426177129,2,999800408,TRUE,11,98.00,84.67,2023,JAM,0.00,
426072541,1,999800709,TRUE,10,84.00,76.84,2023,JAM,0.00,
426147218,2,999800704,FALSE,11,83.00,72.16,2023,JAM,0.00,
426143411,1,999800713,TRUE,12,86.00,74.82,2013,JAM,78.00,
426138784,2,999800708,FALSE,10,91.00,80.91,2013,JAM,70.00,
426243866,1,600060000,FALSE,11,85.00,75.50,2023,JAM,0.00,
426133049,1,999800408,TRUE,12,90.00,78.03,2013,JAM,78.00,
426257890,1,401121000,FALSE,10,75.00,64.60,2013,JAM,65.00,
426025805,2,SPR,TRUE,10,65.00,56.98,2023,JAM,0.00,
426134613,2,999800702,TRUE,10,82.00,74.44,2013,JAM,72.00,
426250954,2,600060000,FALSE,11,88.00,79.64,2023,JAM,0.00,
426147218,1,600060000,FALSE,12,80.00,69.55,2023,JAM,0.00,
426260602,2,200010300,TRUE,11,90.00,77.34,2023,JAM,0.00,
426147037,1,100011050,FALSE,12,90.00,80.63,2023,JAM,0.00,
426341604,2,999800408,TRUE,11,90.00,80.96,2023,JAM,0.00,
426212726,1,999800701,TRUE,11,83.00,73.87,2023,JAM,0.00,
426258518,2,802010100,FALSE,10,94.00,80.98,2013,JAM,75.00,
426310837,1,999800715,TRUE,10,90.00,76.70,2023,JAM,0.00,
426159077,1,999800711,FALSE,12,98.00,95.15,2013,JAM,70.00,
426309077,1,999800716,TRUE,10,90.00,79.50,2013,JAM,70.00,
426231326,2,999800716,TRUE,11,93.00,83.11,2023,JAM,0.00,
426163086,1,710101000,TRUE,10,84.00,75.90,2023,JAM,0.00,
426330657,2,999800703,FALSE,10,79.00,70.25,2013,JAM,70.00,
426141931,2,801050100,FALSE,10,80.00,72.29,2013,JAM,72.00,
426341578,1,200010300,TRUE,11,84.00,76.31,2023,JAM,0.00,
426151840,1,999800709,TRUE,10,80.00,78.43,2023,JAM,0.00,
426036794,1,401002000,FALSE,12,93.00,85.55,2023,JAM,0.00,
426237594,1,999800713,FALSE,12,88.00,77.67,2013,JAM,75.00,
426277929,1,401001000,FALSE,11,91.00,82.86,2013,JAM,70.00,
426157204,1,502002,FALSE,11,95.00,85.71,2013,JAM,76.00,
426259068,1,999800709,TRUE,11,79.00,75.15,2013,JAM,78.00,
426124052,2,999800702,TRUE,11,85.00,72.96,2023,JAM,0.00,
426184061,2,999800706,FALSE,11,88.00,79.41,2023,JAM,0.00,
426260497,1,999800713,TRUE,12,90.00,86.39,2013,JAM,78.00,
426069297,1,401002000,FALSE,11,83.00,77.59,2023,JAM,0.00,
426149305,2,999800702,TRUE,10,86.00,81.39,2013,JAM,75.00,
426047571,1,MPKK,TRUE,11,93.00,79.87,2023,JAM,0.00,
426146537,1,999800701,TRUE,10,74.00,65.40,2023,JAM,0.00,
426136340,2,999800713,TRUE,10,78.00,68.10,2013,JAM,75.00,
426035734,1,400002,FALSE,12,89.00,77.77,2013,JAM,78.00,
426261764,1,200010300,TRUE,11,91.00,87.12,2023,JAM,0.00,
426232710,1,DPK,TRUE,10,79.00,74.52,2023,JAM,0.00,
426224945,2,999800715,TRUE,11,87.00,83.55,2023,JAM,0.00,
426160935,2,999800709,TRUE,11,92.00,81.70,2023,JAM,0.00,
426069743,2,999800711,FALSE,12,93.00,79.29,2013,JAM,75.00,
426133473,1,IPAK,TRUE,10,79.00,70.09,2023,JAM,0.00,
426126302,1,999800711,TRUE,10,76.00,71.89,2023,JAM,0.00,
426274723,1,801050100,FALSE,12,86.00,74.12,2013,JAM,75.00,
426151386,2,999800704,FALSE,11,92.00,80.65,2013,JAM,76.00,
426136297,1,999800702,FALSE,11,88.00,74.99,2013,JAM,75.00,
426237751,2,999800701,TRUE,10,84.00,76.68,2023,JAM,0.00,
426331061,1,400001,FALSE,10,95.00,83.79,2013,JAM,75.00,
426150332,1,SPR,TRUE,10,90.00,83.67,2023,JAM,0.00,
426044325,2,999800709,FALSE,10,90.00,77.83,2013,JAM,68.00,
426254015,1,999800702,TRUE,10,81.00,71.29,2023,JAM,0.00,
426150942,2,999800713,FALSE,11,94.00,85.83,2013,JAM,75.00,
426041468,2,999800709,TRUE,11,92.00,83.03,2023,JAM,0.00,
426257890,1,999800703,FALSE,11,90.00,77.52,2013,JAM,70.00,
426041679,2,999800701,FALSE,11,87.00,78.01,2013,JAM,78.00,
426339619,2,999800704,FALSE,11,91.00,83.78,2023,JAM,0.00,
426336101,2,999800709,TRUE,10,77.00,68.35,2023,JAM,0.00,
426141142,1,999800702,TRUE,10,82.00,73.92,2023,JAM,0.00,
426229076,2,400004,FALSE,11,88.00,76.95,2013,JAM,75.00,
426305160,1,999800716,TRUE,12,90.00,78.45,2023,JAM,0.00,
426171269,2,999800709,FALSE,11,78.00,70.60,2013,JAM,2.70,
426000009,1,999800713,TRUE,11,88.00,78.87,2013,JAM,72.00,
426231326,1,999800703,FALSE,11,95.00,84.89,2023,JAM,0.00,
426083408,1,999800701,TRUE,11,85.00,78.06,2023,JAM,0.00,
426006353,1,999800701,TRUE,10,93.00,79.06,2023,JAM,0.00,
426202748,1,999800702,TRUE,10,86.00,81.30,2023,JAM,0.00,
426064543,2,IPAK,TRUE,10,88.00,77.67,2023,JAM,0.00,
426036794,2,999800702,TRUE,10,97.00,89.22,2023,JAM,0.00,
426310837,2,999800709,TRUE,11,94.00,80.11,2023,JAM,0.00,
426150046,1,IPSK,TRUE,10,81.00,70.16,2023,JAM,0.00,
426158228,2,999800703,FALSE,10,80.00,69.94,2013,JAM,75.00,
426015936,1,999800716,TRUE,12,95.00,83.52,2023,JAM,0.00,
426257127,1,999800706,FALSE,12,85.00,79.94,2013,JAM,80.00,
426170560,1,999800711,TRUE,12,95.00,85.85,2023,JAM,0.00,
426257642,1,999800408,TRUE,12,95.00,81.76,2013,JAM,75.00,
426242312,2,401001000,FALSE,11,82.00,71.40,2013,JAM,78.00,
426141142,2,999800715,TRUE,11,89.00,80.23,2023,JAM,0.00,
426147264,2,600060000,FALSE,11,96.00,89.11,2023,JAM,0.00,
426174546,1,999800715,FALSE,12,90.00,76.85,2013,JAM,75.00,
426138480,1,999800709,FALSE,10,76.00,68.84,2013,JAM,65.00,
426245804,1,999800701,TRUE,10,80.00,68.94,2013,JAM,75.00,
426312501,1,417005,FALSE,11,88.00,86.63,2013,JAM,77.00,
426332782,1,999800408,TRUE,11,97.00,89.30,2023,JAM,0.00,
426241343,2,999800711,TRUE,10,82.00,72.82,2023,JAM,0.00,
426301756,1,999800715,TRUE,11,90.00,85.23,2023,JAM,0.00,
426143765,1,999800408,TRUE,12,91.00,77.96,2023,JAM,0.00,
426338318,1,200010300,TRUE,11,84.00,76.58,2023,JAM,0.00,
426183290,1,999800702,TRUE,11,77.00,69.02,2023,JAM,0.00,
426163934,2,401002000,FALSE,11,86.00,73.88,2023,JAM,0.00,
426341582,1,999800711,TRUE,12,89.00,81.28,2023,JAM,0.00,
426334342,1,999800704,FALSE,12,90.00,77.35,2013,JAM,75.00,
426259557,1,999800709,TRUE,12,92.00,80.87,2023,JAM,0.00,
426147037,2,999800704,FALSE,11,95.00,85.10,2023,JAM,0.00,
426148788,2,999800408,TRUE,11,82.00,69.99,2013,JAM,75.00,
426253647,2,999800711,TRUE,11,84.00,76.05,2023,JAM,0.00,
426341987,1,999800408,TRUE,11,94.00,91.56,2013,JAM,78.00,
426209306,2,999800408,TRUE,10,92.00,78.33,2013,JAM,70.00,
426334384,2,999800716,TRUE,11,94.00,85.92,2023,JAM,0.00,
426177950,1,999800716,TRUE,12,94.00,80.02,2023,JAM,0.00,
426168642,2,MPL02,FALSE,11,85.00,73.29,2023,JAM,0.00,
426340924,1,999800709,TRUE,12,84.00,77.16,2013,JAM,75.00,
426341623,2,999800717,FALSE,11,88.00,81.16,2023,JAM,0.00,
426180066,2,999800711,TRUE,10,90.00,78.67,2023,JAM,0.00,
426266045,1,999800711,TRUE,10,80.00,70.90,2023,JAM,0.00,
426147208,1,999800715,TRUE,11,80.00,69.53,2023,JAM,0.00,
426249111,2,999800701,TRUE,11,90.00,78.56,2023,JAM,0.00,
426238615,2,DPK,TRUE,10,78.00,67.38,2023,JAM,0.00,
426011055,1,999800709,TRUE,12,84.00,78.26,2023,JAM,0.00,
426144491,1,999800711,TRUE,10,76.00,68.40,2013,JAM,72.00,
426151840,1,999800408,TRUE,10,82.00,80.39,2023,JAM,0.00,
426134579,1,999800408,TRUE,11,88.00,76.56,2013,JAM,76.00,
426146409,2,999800706,FALSE,11,83.00,77.38,2023,JAM,0.00,
426301756,2,401121000,FALSE,11,89.00,84.28,2023,JAM,0.00,
426238615,1,MPL01,FALSE,11,92.00,79.48,2023,JAM,0.00,
426290615,1,999800711,TRUE,12,87.00,80.10,2023,JAM,0.00,
426297113,2,999800408,TRUE,10,89.00,80.35,2023,JAM,0.00,
426254553,2,999800711,TRUE,10,92.00,79.14,2023,JAM,0.00,
426341768,1,999800716,TRUE,11,90.00,79.61,2023,JAM,0.00,
426137924,1,401121000,FALSE,12,92.00,78.48,2023,JAM,0.00,
426158228,1,999800713,TRUE,10,84.00,73.44,2013,JAM,75.00,
426036794,2,200010300,TRUE,11,97.00,89.22,2023,JAM,0.00,
426134885,2,999800702,TRUE,10,92.00,78.41,2023,JAM,0.00,
426109745,1,999800702,TRUE,12,95.00,81.25,2023,JAM,0.00,
426094440,2,999800713,FALSE,11,82.00,72.64,2013,JAM,75.00,
426146990,1,999800711,TRUE,10,78.00,67.43,2023,JAM,0.00,
426010203,2,999800709,TRUE,11,82.00,74.69,2023,JAM,0.00,
426233237,1,400002,FALSE,12,88.00,76.46,2013,JAM,75.00,
426147251,1,710101000,TRUE,10,88.00,75.21,2023,JAM,0.00,
426285468,1,999800706,FALSE,11,88.00,78.30,2013,JAM,74.00,
426276642,1,530002,FALSE,10,95.00,80.81,2013,JAM,75.00,
426025539,1,827140200,FALSE,10,80.00,76.49,2013,JAM,70.00,
426341694,1,200010300,TRUE,12,95.00,85.79,2023,JAM,0.00,
426128002,2,542029,FALSE,11,87.00,84.57,2013,JAM,85.00,
426201469,1,SPR,TRUE,10,93.00,88.18,2023,JAM,0.00,
426126718,2,999800408,TRUE,11,99.00,84.36,2023,JAM,0.00,
426250552,1,999800708,FALSE,10,85.00,77.06,2013,JAM,70.00,
426174546,1,999800701,TRUE,11,89.00,76.00,2013,JAM,72.00,
426030667,1,999800709,TRUE,10,84.00,75.50,2023,JAM,0.00,
426011023,1,999800701,TRUE,11,88.00,76.51,2023,JAM,0.00,
426140535,2,IPAK,TRUE,10,81.00,70.02,2023,JAM,0.00,
426019859,2,999800701,TRUE,11,95.00,80.76,2023,JAM,0.00,
426301756,2,IPSK,TRUE,10,84.00,79.55,2023,JAM,0.00,
426242547,1,802010100,FALSE,10,83.00,81.63,2013,JAM,70.00,
426217407,1,999800704,FALSE,11,84.00,73.34,2013,JAM,78.00,
426257127,2,999800701,TRUE,11,86.00,80.88,2013,JAM,78.00,
426285927,2,999800715,TRUE,11,87.00,79.08,2023,JAM,0.00,
426224945,2,401002000,FALSE,11,85.00,81.63,2023,JAM,0.00,
426340329,1,999800706,FALSE,10,88.00,81.07,2013,JAM,75.00,
426327180,2,999800408,TRUE,10,89.00,84.30,2023,JAM,0.00,
426016354,2,999800706,FALSE,11,90.00,80.27,2023,JAM,0.00,
426343267,1,999800701,TRUE,10,91.00,80.48,2023,JAM,0.00,
426136297,1,999800715,FALSE,10,83.00,70.73,2013,JAM,75.00,
426047588,2,999800702,TRUE,11,80.00,71.33,2023,JAM,0.00,
426195829,2,400005,FALSE,11,86.00,74.48,2013,JAM,75.00,
426270427,2,999800703,FALSE,11,86.00,75.09,2023,JAM,0.00,
426007195,1,801050100,FALSE,12,90.00,78.49,2013,JAM,75.00,
426250954,1,999800711,TRUE,12,94.00,85.07,2023,JAM,0.00,
426341578,1,999800711,TRUE,12,91.00,82.67,2023,JAM,0.00,
426237974,1,999800701,TRUE,10,85.00,74.35,2023,JAM,0.00,
426056069,2,999800711,TRUE,10,87.00,75.11,2023,JAM,0.00,
426235373,2,999800713,FALSE,10,88.00,76.42,2013,JAM,65.00,
426146940,1,710101000,FALSE,11,87.00,74.90,2023,JAM,0.00,
426332782,1,710101000,FALSE,11,83.00,76.41,2023,JAM,0.00,
426246609,1,999800716,TRUE,11,93.00,79.27,2023,JAM,0.00,
426069973,1,300001,FALSE,13,90.00,77.49,2013,JAM,75.00,
426236351,1,IPAK,TRUE,10,77.00,68.97,2023,JAM,0.00,
426336197,1,999800711,TRUE,12,93.00,84.67,2023,JAM,0.00,
426237751,1,999800702,FALSE,11,83.00,75.77,2013,JAM,2.67,
426152099,1,600070200,TRUE,11,85.00,77.15,2023,JAM,0.00,
426272598,2,999800703,FALSE,11,92.00,85.06,2023,JAM,0.00,
426107522,1,999800702,FALSE,11,88.00,77.28,2013,JAM,76.00,
426150046,1,999800711,TRUE,12,89.00,77.09,2023,JAM,0.00,
426195829,2,999800713,FALSE,11,90.00,77.94,2013,JAM,65.00,
426116046,1,999800702,TRUE,10,88.00,77.95,2013,JAM,75.00,
426190307,2,999800701,TRUE,11,92.00,79.15,2023,JAM,0.00,
426004350,1,999800709,TRUE,12,93.00,79.06,2023,JAM,0.00,
426150068,1,999800709,TRUE,12,90.00,76.80,2023,JAM,0.00,
426118420,1,999800408,TRUE,11,91.00,88.21,2013,JAM,78.00,
426255189,1,530003,FALSE,10,97.00,82.92,2013,JAM,75.00,
426334939,1,999800702,FALSE,12,95.00,80.81,2013,JAM,75.00,
426259516,1,200010300,TRUE,10,87.00,77.41,2023,JAM,0.00,
426147218,1,710101000,TRUE,10,73.00,63.46,2023,JAM,0.00,
426114028,1,999800701,TRUE,12,89.00,76.69,2023,SKS,0.00,
426341571,1,200010300,TRUE,11,80.00,70.66,2023,JAM,0.00,
426336924,2,999800701,TRUE,10,83.00,76.01,2023,JAM,0.00,
426134350,1,999800708,FALSE,12,90.00,83.27,2023,JAM,0.00,
426341769,2,200010300,TRUE,10,80.00,71.77,2023,JAM,0.00,
426245804,2,999800708,FALSE,10,84.00,72.38,2013,JAM,75.00,
426242312,1,999800715,FALSE,11,80.00,69.66,2013,JAM,78.00,
426163934,1,999800701,TRUE,11,85.00,73.03,2023,JAM,0.00,
426234723,1,999800708,FALSE,12,80.00,71.78,2023,JAM,0.00,
426041468,1,200010300,TRUE,12,97.00,87.54,2023,JAM,0.00,
